ICD-10 113 Cause List,ICD-10 113 Cause List Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
Septicemia,GR113-010,Kentucky,21,Female,F,25-34 years,25-34,82,5313840,1.5
Septicemia,GR113-010,Kentucky,21,Female,F,35-44 years,35-44,189,5658299,3.3
Septicemia,GR113-010,Kentucky,21,Female,F,45-54 years,45-54,399,5857420,6.8
Septicemia,GR113-010,Kentucky,21,Female,F,55-64 years,55-64,898,4876877,18.4
Septicemia,GR113-010,Kentucky,21,Female,F,65-74 years,65-74,1343,3318067,40.5
Septicemia,GR113-010,Kentucky,21,Female,F,75-84 years,75-84,2083,2085300,99.9
Septicemia,GR113-010,Kentucky,21,Female,F,85+ years,85+,2100,890703,235.8
Septicemia,GR113-010,Kentucky,21,Male,M,< 1 year,1,20,537488,3.7
Septicemia,GR113-010,Kentucky,21,Male,M,1-4 years,4-Jan,13,2134685,0
Septicemia,GR113-010,Kentucky,21,Male,M,5-14 years,14-May,13,5476132,0
Septicemia,GR113-010,Kentucky,21,Male,M,15-24 years,15-24,31,5711590,0.5
Septicemia,GR113-010,Kentucky,21,Male,M,25-34 years,25-34,82,5384673,1.5
Septicemia,GR113-010,Kentucky,21,Male,M,35-44 years,35-44,160,5625826,2.8
Septicemia,GR113-010,Kentucky,21,Male,M,45-54 years,45-54,534,5680372,9.4
Septicemia,GR113-010,Kentucky,21,Male,M,55-64 years,55-64,959,4559064,21
Septicemia,GR113-010,Kentucky,21,Male,M,65-74 years,65-74,1341,2851979,47
Septicemia,GR113-010,Kentucky,21,Male,M,75-84 years,75-84,1751,1420800,123.2
Septicemia,GR113-010,Kentucky,21,Male,M,85+ years,85+,1026,382265,268.4
Septicemia,GR113-010,Louisiana,22,Female,F,< 1 year,1,62,585846,10.6
Septicemia,GR113-010,Louisiana,22,Female,F,1-4 years,4-Jan,12,2325793,0
Septicemia,GR113-010,Louisiana,22,Female,F,5-14 years,14-May,10,5878895,0
Septicemia,GR113-010,Louisiana,22,Female,F,15-24 years,15-24,31,6329102,0.5
Septicemia,GR113-010,Louisiana,22,Female,F,25-34 years,25-34,89,5937120,1.5
Septicemia,GR113-010,Louisiana,22,Female,F,35-44 years,35-44,175,5870278,3
Septicemia,GR113-010,Louisiana,22,Female,F,45-54 years,45-54,563,6065416,9.3
Septicemia,GR113-010,Louisiana,22,Female,F,55-64 years,55-64,1057,4941469,21.4
Septicemia,GR113-010,Louisiana,22,Female,F,65-74 years,65-74,1624,3297667,49.2
Septicemia,GR113-010,Louisiana,22,Female,F,75-84 years,75-84,2618,2080917,125.8
Septicemia,GR113-010,Louisiana,22,Female,F,85+ years,85+,2896,855036,338.7
Septicemia,GR113-010,Louisiana,22,Male,M,< 1 year,1,86,610424,14.1
Septicemia,GR113-010,Louisiana,22,Male,M,1-4 years,4-Jan,17,2420582,0
Septicemia,GR113-010,Louisiana,22,Male,M,5-14 years,14-May,13,6137207,0
Septicemia,GR113-010,Louisiana,22,Male,M,15-24 years,15-24,39,6427453,0.6
Septicemia,GR113-010,Louisiana,22,Male,M,25-34 years,25-34,112,5855944,1.9
Septicemia,GR113-010,Louisiana,22,Male,M,35-44 years,35-44,203,5673680,3.6
Septicemia,GR113-010,Louisiana,22,Male,M,45-54 years,45-54,613,5783545,10.6
Septicemia,GR113-010,Louisiana,22,Male,M,55-64 years,55-64,1083,4553721,23.8
Septicemia,GR113-010,Louisiana,22,Male,M,65-74 years,65-74,1540,2759582,55.8
Septicemia,GR113-010,Louisiana,22,Male,M,75-84 years,75-84,2050,1404565,146
Septicemia,GR113-010,Louisiana,22,Male,M,85+ years,85+,1361,388045,350.7
Septicemia,GR113-010,Maine,23,Female,F,25-34 years,25-34,10,1441201,0
Septicemia,GR113-010,Maine,23,Female,F,35-44 years,35-44,19,1761676,0
Septicemia,GR113-010,Maine,23,Female,F,45-54 years,45-54,49,1992911,2.5
Septicemia,GR113-010,Maine,23,Female,F,55-64 years,55-64,138,1690860,8.2
Septicemia,GR113-010,Maine,23,Female,F,65-74 years,65-74,241,1145438,21
Septicemia,GR113-010,Maine,23,Female,F,75-84 years,75-84,418,758044,55.1
Septicemia,GR113-010,Maine,23,Female,F,85+ years,85+,534,361410,147.8
Septicemia,GR113-010,Maine,23,Male,M,35-44 years,35-44,18,1698508,0
Septicemia,GR113-010,Maine,23,Male,M,45-54 years,45-54,57,1924149,3
Septicemia,GR113-010,Maine,23,Male,M,55-64 years,55-64,149,1619368,9.2
Septicemia,GR113-010,Maine,23,Male,M,65-74 years,65-74,247,1033979,23.9
Septicemia,GR113-010,Maine,23,Male,M,75-84 years,75-84,352,550966,63.9
Septicemia,GR113-010,Maine,23,Male,M,85+ years,85+,288,166645,172.8
Septicemia,GR113-010,Maryland,24,Female,F,< 1 year,1,44,677003,6.5
Septicemia,GR113-010,Maryland,24,Female,F,1-4 years,4-Jan,19,2710013,0
Septicemia,GR113-010,Maryland,24,Female,F,15-24 years,15-24,32,7101219,0.5
Septicemia,GR113-010,Maryland,24,Female,F,25-34 years,25-34,85,7446401,1.1
Septicemia,GR113-010,Maryland,24,Female,F,35-44 years,35-44,251,8223895,3.1
Septicemia,GR113-010,Maryland,24,Female,F,45-54 years,45-54,561,8381408,6.7
Septicemia,GR113-010,Maryland,24,Female,F,55-64 years,55-64,1157,6465773,17.9
Septicemia,GR113-010,Maryland,24,Female,F,65-74 years,65-74,1711,4028898,42.5
Septicemia,GR113-010,Maryland,24,Female,F,75-84 years,75-84,2914,2556672,114
Septicemia,GR113-010,Maryland,24,Female,F,85+ years,85+,3199,1189731,268.9
Septicemia,GR113-010,Maryland,24,Male,M,< 1 year,1,48,708013,6.8
Septicemia,GR113-010,Maryland,24,Male,M,1-4 years,4-Jan,15,2818417,0
Septicemia,GR113-010,Maryland,24,Male,M,5-14 years,14-May,23,7363733,0.3
Septicemia,GR113-010,Maryland,24,Male,M,15-24 years,15-24,33,7368803,0.4
Septicemia,GR113-010,Maryland,24,Male,M,25-34 years,25-34,77,7143746,1.1
Septicemia,GR113-010,Maryland,24,Male,M,35-44 years,35-44,218,7682864,2.8
Septicemia,GR113-010,Maryland,24,Male,M,45-54 years,45-54,690,7729088,8.9
Septicemia,GR113-010,Maryland,24,Male,M,55-64 years,55-64,1271,5836051,21.8
Septicemia,GR113-010,Maryland,24,Male,M,65-74 years,65-74,1787,3373457,53
Septicemia,GR113-010,Maryland,24,Male,M,75-84 years,75-84,2504,1745014,143.5
Septicemia,GR113-010,Maryland,24,Male,M,85+ years,85+,1785,542031,329.3
Septicemia,GR113-010,Massachusetts,25,Female,F,< 1 year,1,11,694251,0
Septicemia,GR113-010,Massachusetts,25,Female,F,1-4 years,4-Jan,10,2794220,0
Septicemia,GR113-010,Massachusetts,25,Female,F,5-14 years,14-May,11,7493013,0
Septicemia,GR113-010,Massachusetts,25,Female,F,15-24 years,15-24,17,8576319,0
Septicemia,GR113-010,Massachusetts,25,Female,F,25-34 years,25-34,38,8517585,0.4
Septicemia,GR113-010,Massachusetts,25,Female,F,35-44 years,35-44,133,9092443,1.5
Septicemia,GR113-010,Massachusetts,25,Female,F,45-54 years,45-54,323,9345447,3.5
Septicemia,GR113-010,Massachusetts,25,Female,F,55-64 years,55-64,752,7397231,10.2
Septicemia,GR113-010,Massachusetts,25,Female,F,65-74 years,65-74,1362,4890356,27.9
Septicemia,GR113-010,Massachusetts,25,Female,F,75-84 years,75-84,2676,3504955,76.3
Septicemia,GR113-010,Massachusetts,25,Female,F,85+ years,85+,3533,1836427,192.4
Septicemia,GR113-010,Massachusetts,25,Male,M,< 1 year,1,16,725916,0
Septicemia,GR113-010,Massachusetts,25,Male,M,1-4 years,4-Jan,15,2915373,0
Septicemia,GR113-010,Massachusetts,25,Male,M,5-14 years,14-May,15,7845821,0
Septicemia,GR113-010,Massachusetts,25,Male,M,15-24 years,15-24,19,8642017,0
Septicemia,GR113-010,Massachusetts,25,Male,M,25-34 years,25-34,57,8328661,0.7
Septicemia,GR113-010,Massachusetts,25,Male,M,35-44 years,35-44,150,8729456,1.7
Septicemia,GR113-010,Massachusetts,25,Male,M,45-54 years,45-54,460,8861385,5.2
Septicemia,GR113-010,Massachusetts,25,Male,M,55-64 years,55-64,892,6791923,13.1
Septicemia,GR113-010,Massachusetts,25,Male,M,65-74 years,65-74,1541,4098048,37.6
Septicemia,GR113-010,Massachusetts,25,Male,M,75-84 years,75-84,2483,2354990,105.4
Septicemia,GR113-010,Massachusetts,25,Male,M,85+ years,85+,2037,797365,255.5
Septicemia,GR113-010,Michigan,26,Female,F,< 1 year,1,46,1120736,4.1
Septicemia,GR113-010,Michigan,26,Female,F,1-4 years,4-Jan,15,4609538,0
Septicemia,GR113-010,Michigan,26,Female,F,5-14 years,14-May,15,12589223,0
Septicemia,GR113-010,Michigan,26,Female,F,15-24 years,15-24,33,13101152,0.3
Septicemia,GR113-010,Michigan,26,Female,F,25-34 years,25-34,69,11765081,0.6
Septicemia,GR113-010,Michigan,26,Female,F,35-44 years,35-44,208,13057579,1.6
Septicemia,GR113-010,Michigan,26,Female,F,45-54 years,45-54,546,13897982,3.9
Septicemia,GR113-010,Michigan,26,Female,F,55-64 years,55-64,1138,11323690,10
Septicemia,GR113-010,Michigan,26,Female,F,65-74 years,65-74,1885,7468731,25.2
Septicemia,GR113-010,Michigan,26,Female,F,75-84 years,75-84,3127,5007447,62.4
Septicemia,GR113-010,Michigan,26,Female,F,85+ years,85+,3809,2334993,163.1
Septicemia,GR113-010,Michigan,26,Male,M,< 1 year,1,70,1175762,6
Septicemia,GR113-010,Michigan,26,Male,M,1-4 years,4-Jan,16,4828199,0
Septicemia,GR113-010,Michigan,26,Male,M,5-14 years,14-May,15,13208186,0
Septicemia,GR113-010,Michigan,26,Male,M,15-24 years,15-24,38,13632892,0.3
Septicemia,GR113-010,Michigan,26,Male,M,25-34 years,25-34,96,11806675,0.8
Septicemia,GR113-010,Michigan,26,Male,M,35-44 years,35-44,229,12874967,1.8
Septicemia,GR113-010,Michigan,26,Male,M,45-54 years,45-54,619,13524755,4.6
Septicemia,GR113-010,Michigan,26,Male,M,55-64 years,55-64,1242,10704407,11.6
Septicemia,GR113-010,Michigan,26,Male,M,65-74 years,65-74,1814,6494940,27.9
Septicemia,GR113-010,Michigan,26,Male,M,75-84 years,75-84,2655,3527892,75.3
Septicemia,GR113-010,Michigan,26,Male,M,85+ years,85+,2210,1082885,204.1
Septicemia,GR113-010,Minnesota,27,Female,F,< 1 year,1,21,639843,3.3
Septicemia,GR113-010,Minnesota,27,Female,F,15-24 years,15-24,11,6755528,0
Septicemia,GR113-010,Minnesota,27,Female,F,25-34 years,25-34,24,6562210,0.4
Septicemia,GR113-010,Minnesota,27,Female,F,35-44 years,35-44,60,6887411,0.9
Septicemia,GR113-010,Minnesota,27,Female,F,45-54 years,45-54,158,7118432,2.2
Septicemia,GR113-010,Minnesota,27,Female,F,55-64 years,55-64,311,5563810,5.6
Septicemia,GR113-010,Minnesota,27,Female,F,65-74 years,65-74,504,3560492,14.2
Septicemia,GR113-010,Minnesota,27,Female,F,75-84 years,75-84,891,2456492,36.3
Septicemia,GR113-010,Minnesota,27,Female,F,85+ years,85+,1213,1332352,91
Septicemia,GR113-010,Minnesota,27,Male,M,< 1 year,1,19,669381,0
Septicemia,GR113-010,Minnesota,27,Male,M,15-24 years,15-24,13,7035188,0
Septicemia,GR113-010,Minnesota,27,Male,M,25-34 years,25-34,28,6760015,0.4
Septicemia,GR113-010,Minnesota,27,Male,M,35-44 years,35-44,64,7016543,0.9
Septicemia,GR113-010,Minnesota,27,Male,M,45-54 years,45-54,173,7153761,2.4
Septicemia,GR113-010,Minnesota,27,Male,M,55-64 years,55-64,370,5448862,6.8
Septicemia,GR113-010,Minnesota,27,Male,M,65-74 years,65-74,528,3209984,16.4
Septicemia,GR113-010,Minnesota,27,Male,M,75-84 years,75-84,867,1804166,48.1
Septicemia,GR113-010,Minnesota,27,Male,M,85+ years,85+,778,620339,125.4
Septicemia,GR113-010,Mississippi,28,Female,F,< 1 year,1,36,377315,9.5
Septicemia,GR113-010,Mississippi,28,Female,F,5-14 years,14-May,15,3892890,0
Septicemia,GR113-010,Mississippi,28,Female,F,15-24 years,15-24,31,4114580,0.8
Septicemia,GR113-010,Mississippi,28,Female,F,25-34 years,25-34,58,3704360,1.6
Septicemia,GR113-010,Mississippi,28,Female,F,35-44 years,35-44,182,3795810,4.8
Septicemia,GR113-010,Mississippi,28,Female,F,45-54 years,45-54,394,3851539,10.2
Septicemia,GR113-010,Mississippi,28,Female,F,55-64 years,55-64,713,3194568,22.3
Septicemia,GR113-010,Mississippi,28,Female,F,65-74 years,65-74,1201,2225680,54
Septicemia,GR113-010,Mississippi,28,Female,F,75-84 years,75-84,1579,1412122,111.8
Septicemia,GR113-010,Mississippi,28,Female,F,85+ years,85+,1688,600654,281
Septicemia,GR113-010,Mississippi,28,Male,M,< 1 year,1,61,394826,15.4
Septicemia,GR113-010,Mississippi,28,Male,M,15-24 years,15-24,31,4219226,0.7
Septicemia,GR113-010,Mississippi,28,Male,M,25-34 years,25-34,72,3573798,2
Septicemia,GR113-010,Mississippi,28,Male,M,35-44 years,35-44,140,3594195,3.9
Septicemia,GR113-010,Mississippi,28,Male,M,45-54 years,45-54,410,3621054,11.3
Septicemia,GR113-010,Mississippi,28,Male,M,55-64 years,55-64,753,2916695,25.8
Septicemia,GR113-010,Mississippi,28,Male,M,65-74 years,65-74,1117,1859332,60.1
Septicemia,GR113-010,Mississippi,28,Male,M,75-84 years,75-84,1331,921214,144.5
Septicemia,GR113-010,Mississippi,28,Male,M,85+ years,85+,797,249098,320
Septicemia,GR113-010,Missouri,29,Female,F,< 1 year,1,23,699363,3.3
Septicemia,GR113-010,Missouri,29,Female,F,1-4 years,4-Jan,17,2808371,0
Septicemia,GR113-010,Missouri,29,Female,F,5-14 years,14-May,13,7329453,0
Septicemia,GR113-010,Missouri,29,Female,F,15-24 years,15-24,26,7702372,0.3
Septicemia,GR113-010,Missouri,29,Female,F,25-34 years,25-34,62,7272703,0.9
Septicemia,GR113-010,Missouri,29,Female,F,35-44 years,35-44,169,7571790,2.2
Septicemia,GR113-010,Missouri,29,Female,F,45-54 years,45-54,465,7952508,5.8
Septicemia,GR113-010,Missouri,29,Female,F,55-64 years,55-64,812,6640160,12.2
Septicemia,GR113-010,Missouri,29,Female,F,65-74 years,65-74,1316,4595157,28.6
Septicemia,GR113-010,Missouri,29,Female,F,75-84 years,75-84,2189,3074270,71.2
Septicemia,GR113-010,Missouri,29,Female,F,85+ years,85+,2452,1462155,167.7
Septicemia,GR113-010,Missouri,29,Male,M,< 1 year,1,42,734781,5.7
Septicemia,GR113-010,Missouri,29,Male,M,1-4 years,4-Jan,19,2937887,0
Septicemia,GR113-010,Missouri,29,Male,M,5-14 years,14-May,14,7677272,0
Septicemia,GR113-010,Missouri,29,Male,M,15-24 years,15-24,29,7958586,0.4
Septicemia,GR113-010,Missouri,29,Male,M,25-34 years,25-34,62,7244761,0.9
Septicemia,GR113-010,Missouri,29,Male,M,35-44 years,35-44,170,7470506,2.3
Septicemia,GR113-010,Missouri,29,Male,M,45-54 years,45-54,504,7687860,6.6
Septicemia,GR113-010,Missouri,29,Male,M,55-64 years,55-64,1007,6158618,16.4
Septicemia,GR113-010,Missouri,29,Male,M,65-74 years,65-74,1466,3961426,37
Septicemia,GR113-010,Missouri,29,Male,M,75-84 years,75-84,1929,2163529,89.2
Septicemia,GR113-010,Missouri,29,Male,M,85+ years,85+,1426,651929,218.7
Septicemia,GR113-010,Montana,30,Female,F,35-44 years,35-44,37,1161616,3.2
Septicemia,GR113-010,Montana,30,Female,F,45-54 years,45-54,52,1346891,3.9
Septicemia,GR113-010,Montana,30,Female,F,55-64 years,55-64,101,1175326,8.6
Septicemia,GR113-010,Montana,30,Female,F,65-74 years,65-74,129,769621,16.8
Septicemia,GR113-010,Montana,30,Female,F,75-84 years,75-84,230,487494,47.2
Septicemia,GR113-010,Montana,30,Female,F,85+ years,85+,308,236583,130.2
Septicemia,GR113-010,Montana,30,Male,M,35-44 years,35-44,21,1171731,1.8
Septicemia,GR113-010,Montana,30,Male,M,45-54 years,45-54,54,1338837,4
Septicemia,GR113-010,Montana,30,Male,M,55-64 years,55-64,110,1179787,9.3
Septicemia,GR113-010,Montana,30,Male,M,65-74 years,65-74,128,753108,17
Septicemia,GR113-010,Montana,30,Male,M,75-84 years,75-84,228,395385,57.7
Septicemia,GR113-010,Montana,30,Male,M,85+ years,85+,166,126067,131.7
Septicemia,GR113-010,Nebraska,31,Female,F,< 1 year,1,10,236420,0
Septicemia,GR113-010,Nebraska,31,Female,F,25-34 years,25-34,14,2195269,0
Septicemia,GR113-010,Nebraska,31,Female,F,35-44 years,35-44,28,2219607,1.3
Septicemia,GR113-010,Nebraska,31,Female,F,45-54 years,45-54,72,2319226,3.1
Septicemia,GR113-010,Nebraska,31,Female,F,55-64 years,55-64,147,1882016,7.8
Septicemia,GR113-010,Nebraska,31,Female,F,65-74 years,65-74,233,1279157,18.2
Septicemia,GR113-010,Nebraska,31,Female,F,75-84 years,75-84,376,929969,40.4
Septicemia,GR113-010,Nebraska,31,Female,F,85+ years,85+,467,494107,94.5
Septicemia,GR113-010,Nebraska,31,Male,M,35-44 years,35-44,33,2268886,1.5
Septicemia,GR113-010,Nebraska,31,Male,M,45-54 years,45-54,74,2319786,3.2
Septicemia,GR113-010,Nebraska,31,Male,M,55-64 years,55-64,149,1831197,8.1
Septicemia,GR113-010,Nebraska,31,Male,M,65-74 years,65-74,225,1132571,19.9
Septicemia,GR113-010,Nebraska,31,Male,M,75-84 years,75-84,372,669056,55.6
Septicemia,GR113-010,Nebraska,31,Male,M,85+ years,85+,273,229976,118.7
Septicemia,GR113-010,Nevada,32,Female,F,< 1 year,1,23,325712,7.1
Septicemia,GR113-010,Nevada,32,Female,F,5-14 years,14-May,11,3209561,0
Septicemia,GR113-010,Nevada,32,Female,F,15-24 years,15-24,16,3043273,0
Septicemia,GR113-010,Nevada,32,Female,F,25-34 years,25-34,38,3429815,1.1
Septicemia,GR113-010,Nevada,32,Female,F,35-44 years,35-44,86,3396805,2.5
Septicemia,GR113-010,Nevada,32,Female,F,45-54 years,45-54,191,3255177,5.9
Septicemia,GR113-010,Nevada,32,Female,F,55-64 years,55-64,391,2776616,14.1
Septicemia,GR113-010,Nevada,32,Female,F,65-74 years,65-74,660,1866549,35.4
Septicemia,GR113-010,Nevada,32,Female,F,75-84 years,75-84,903,973483,92.8
Septicemia,GR113-010,Nevada,32,Female,F,85+ years,85+,625,340454,183.6
Septicemia,GR113-010,Nevada,32,Male,M,< 1 year,1,23,341181,6.7
Septicemia,GR113-010,Nevada,32,Male,M,5-14 years,14-May,11,3366160,0
Septicemia,GR113-010,Nevada,32,Male,M,15-24 years,15-24,10,3240958,0
Septicemia,GR113-010,Nevada,32,Male,M,25-34 years,25-34,35,3625337,1
Septicemia,GR113-010,Nevada,32,Male,M,35-44 years,35-44,87,3605533,2.4
Septicemia,GR113-010,Nevada,32,Male,M,45-54 years,45-54,249,3349432,7.4
Septicemia,GR113-010,Nevada,32,Male,M,55-64 years,55-64,494,2705913,18.3
Septicemia,GR113-010,Nevada,32,Male,M,65-74 years,65-74,815,1798814,45.3
Septicemia,GR113-010,Nevada,32,Male,M,75-84 years,75-84,885,836678,105.8
Septicemia,GR113-010,Nevada,32,Male,M,85+ years,85+,449,197881,226.9
Septicemia,GR113-010,New Hampshire,33,Female,F,35-44 years,35-44,18,1814698,0
Septicemia,GR113-010,New Hampshire,33,Female,F,45-54 years,45-54,45,1990887,2.3
Septicemia,GR113-010,New Hampshire,33,Female,F,55-64 years,55-64,109,1562114,7
Septicemia,GR113-010,New Hampshire,33,Female,F,65-74 years,65-74,172,971132,17.7
Septicemia,GR113-010,New Hampshire,33,Female,F,75-84 years,75-84,303,619197,48.9
Septicemia,GR113-010,New Hampshire,33,Female,F,85+ years,85+,354,306636,115.4
Septicemia,GR113-010,New Hampshire,33,Male,M,35-44 years,35-44,16,1783810,0
Septicemia,GR113-010,New Hampshire,33,Male,M,45-54 years,45-54,55,1962972,2.8
Septicemia,GR113-010,New Hampshire,33,Male,M,55-64 years,55-64,136,1526712,8.9
Septicemia,GR113-010,New Hampshire,33,Male,M,65-74 years,65-74,195,893678,21.8
Septicemia,GR113-010,New Hampshire,33,Male,M,75-84 years,75-84,285,454602,62.7
Septicemia,GR113-010,New Hampshire,33,Male,M,85+ years,85+,212,142343,148.9
Septicemia,GR113-010,New Jersey,34,Female,F,< 1 year,1,51,998578,5.1
Septicemia,GR113-010,New Jersey,34,Female,F,1-4 years,4-Jan,20,4082563,0.5
Septicemia,GR113-010,New Jersey,34,Female,F,5-14 years,14-May,12,10764294,0
Septicemia,GR113-010,New Jersey,34,Female,F,15-24 years,15-24,45,10164283,0.4
Septicemia,GR113-010,New Jersey,34,Female,F,25-34 years,25-34,107,10783508,1
Septicemia,GR113-010,New Jersey,34,Female,F,35-44 years,35-44,288,12504441,2.3
Septicemia,GR113-010,New Jersey,34,Female,F,45-54 years,45-54,792,12610851,6.3
Septicemia,GR113-010,New Jersey,34,Female,F,55-64 years,55-64,1559,9813224,15.9
Septicemia,GR113-010,New Jersey,34,Female,F,65-74 years,65-74,2766,6545448,42.3
Septicemia,GR113-010,New Jersey,34,Female,F,75-84 years,75-84,5655,4580546,123.5
Septicemia,GR113-010,New Jersey,34,Female,F,85+ years,85+,7842,2203383,355.9
Septicemia,GR113-010,New Jersey,34,Male,M,< 1 year,1,90,1045519,8.6
Septicemia,GR113-010,New Jersey,34,Male,M,1-4 years,4-Jan,23,4262171,0.5
Septicemia,GR113-010,New Jersey,34,Male,M,5-14 years,14-May,21,11265924,0.2
Septicemia,GR113-010,New Jersey,34,Male,M,15-24 years,15-24,48,10787377,0.4
Septicemia,GR113-010,New Jersey,34,Male,M,25-34 years,25-34,127,10822421,1.2
Septicemia,GR113-010,New Jersey,34,Male,M,35-44 years,35-44,361,12119527,3
Septicemia,GR113-010,New Jersey,34,Male,M,45-54 years,45-54,927,11973471,7.7
Septicemia,GR113-010,New Jersey,34,Male,M,55-64 years,55-64,1858,8958645,20.7
Septicemia,GR113-010,New Jersey,34,Male,M,65-74 years,65-74,3073,5393861,57
Septicemia,GR113-010,New Jersey,34,Male,M,75-84 years,75-84,4833,3059609,158
Septicemia,GR113-010,New Jersey,34,Male,M,85+ years,85+,4066,997084,407.8
Septicemia,GR113-010,New Mexico,35,Female,F,< 1 year,1,13,257122,0
Septicemia,GR113-010,New Mexico,35,Female,F,15-24 years,15-24,12,2644025,0
Septicemia,GR113-010,New Mexico,35,Female,F,25-34 years,25-34,27,2402718,1.1
Septicemia,GR113-010,New Mexico,35,Female,F,35-44 years,35-44,59,2463844,2.4
Septicemia,GR113-010,New Mexico,35,Female,F,45-54 years,45-54,133,2616183,5.1
Septicemia,GR113-010,New Mexico,35,Female,F,55-64 years,55-64,195,2248925,8.7
Septicemia,GR113-010,New Mexico,35,Female,F,65-74 years,65-74,299,1518469,19.7
Septicemia,GR113-010,New Mexico,35,Female,F,75-84 years,75-84,487,901158,54
Septicemia,GR113-010,New Mexico,35,Female,F,85+ years,85+,496,374699,132.4
Septicemia,GR113-010,New Mexico,35,Male,M,< 1 year,1,18,266477,0
Septicemia,GR113-010,New Mexico,35,Male,M,15-24 years,15-24,16,2806745,0
Septicemia,GR113-010,New Mexico,35,Male,M,25-34 years,25-34,34,2478451,1.4
Septicemia,GR113-010,New Mexico,35,Male,M,35-44 years,35-44,70,2424857,2.9
Septicemia,GR113-010,New Mexico,35,Male,M,45-54 years,45-54,181,2501139,7.2
Septicemia,GR113-010,New Mexico,35,Male,M,55-64 years,55-64,294,2081008,14.1
Septicemia,GR113-010,New Mexico,35,Male,M,65-74 years,65-74,305,1363237,22.4
Septicemia,GR113-010,New Mexico,35,Male,M,75-84 years,75-84,401,708620,56.6
Septicemia,GR113-010,New Mexico,35,Male,M,85+ years,85+,292,206602,141.3
Septicemia,GR113-010,New York,36,Female,F,< 1 year,1,106,2230513,4.8
Septicemia,GR113-010,New York,36,Female,F,1-4 years,4-Jan,36,8758618,0.4
Septicemia,GR113-010,New York,36,Female,F,5-14 years,14-May,31,22785345,0.1
Septicemia,GR113-010,New York,36,Female,F,15-24 years,15-24,47,24976659,0.2
Septicemia,GR113-010,New York,36,Female,F,25-34 years,25-34,140,26143878,0.5
Septicemia,GR113-010,New York,36,Female,F,35-44 years,35-44,361,26652406,1.4
Septicemia,GR113-010,New York,36,Female,F,45-54 years,45-54,990,26875826,3.7
Septicemia,GR113-010,New York,36,Female,F,55-64 years,55-64,2107,21712680,9.7
Septicemia,GR113-010,New York,36,Female,F,65-74 years,65-74,3829,14627788,26.2
Septicemia,GR113-010,New York,36,Female,F,75-84 years,75-84,7033,10018056,70.2
Septicemia,GR113-010,New York,36,Female,F,85+ years,85+,9392,4913841,191.1
Septicemia,GR113-010,New York,36,Male,M,< 1 year,1,129,2336440,5.5
Septicemia,GR113-010,New York,36,Male,M,1-4 years,4-Jan,36,9165389,0.4
